constructorStandingsId,raceId,racename,raceround,constructorId,name,nationality,wiki,points,position,positionText,wins
3490,304,n°16 - Australian Grand Prix,16,33,Larrousse,#N/A,http://en.wikipedia.org/wiki/Larrousse,1,13,13,0
3491,304,n°16 - Australian Grand Prix,16,34,Brabham,#N/A,http://en.wikipedia.org/wiki/Brabham,0,15,15,0
3492,304,n°16 - Australian Grand Prix,16,25,Tyrrell,#N/A,http://en.wikipedia.org/wiki/Tyrrell_Racing,8,6,6,0
3493,304,n°16 - Australian Grand Prix,16,35,Dallara,#N/A,http://en.wikipedia.org/wiki/Dallara,2,10,10,0
3494,304,n°16 - Australian Grand Prix,16,6,Ferrari,#N/A,http://en.wikipedia.org/wiki/Scuderia_Ferrari,21,4,4,0
3495,304,n°16 - Australian Grand Prix,16,18,Minardi,#N/A,http://en.wikipedia.org/wiki/Minardi,1,12,12,0
3496,304,n°16 - Australian Grand Prix,16,37,March,#N/A,http://en.wikipedia.org/wiki/March_Engineering,3,9,9,0
3497,304,n°16 - Australian Grand Prix,16,36,Fondmetal,#N/A,http://en.wikipedia.org/wiki/Fondmetal,0,14,14,0
8247,305,n°1 - United States Grand Prix,1,36,Fondmetal,#N/A,http://en.wikipedia.org/wiki/Fondmetal,0,18,18,0
8246,305,n°1 - United States Grand Prix,1,42,Coloni,#N/A,http://en.wikipedia.org/wiki/Enzo_Coloni_Racing_Car_Systems,0,17,17,0
8245,305,n°1 - United States Grand Prix,1,35,Dallara,#N/A,http://en.wikipedia.org/wiki/Dallara,0,16,16,0
8244,305,n°1 - United States Grand Prix,1,27,Ligier,#N/A,http://en.wikipedia.org/wiki/Ligier,0,15,15,0
8243,305,n°1 - United States Grand Prix,1,41,Leyton House,#N/A,http://en.wikipedia.org/wiki/Leyton_House,0,14,14,0
